Plant Id,"Combined Heat And
Power Plant",Nuclear Unit Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,Reserved,NAICS Code,EIA Sector Number,Sector Name,"Reported
Prime Mover","Reported
Fuel Type Code","AER
Fuel Type Code","Balancing
Authority Code","Respondent
Frequency","Physical
Unit Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December","Total Fuel Consumption
Quantity","Electric Fuel Consumption
Quantity","Total Fuel Consumption
MMBtu","Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",YEAR
63689,N,.,Red Lake Falls Community Hybrid,Consolidated Edison Development Inc.,56769,MN,WNC,MRO,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,MISO,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CA,PACC,,,99999,4,Commercial NAICS Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,704,1207,1351,1600,1476,1393,1336,1224,972,877,636,668,704,1207,1351,1600,1476,1393,1336,1224,972,877,636,75.556,79.573,136.442,152.807,180.91,166.884,157.514,151.016,138.349,109.859,99.192,71.876,0,0,13444,13444,1519.978,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NC,SAT,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74502,84001,120041,138786,155810,150843,147400,141311,129884,105484,87052,64760,74502,84001,120041,138786,155810,150843,147400,141311,129884,105484,87052,64760,8424.483,9498.147,13573.701,15692.937,17617.958,17056.511,16666.247,15978.478,14686.756,11927.023,9843.53,7322.082,0,0,1399874,1399874,158287.85,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MI,ENC,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1235,1765,2041,2291,2218,2168,2078,1910,1551,1280,952,1096,1235,1765,2041,2291,2218,2168,2078,1910,1551,1280,952,123.89,139.679,199.613,230.779,259.088,250.831,245.091,234.977,215.981,175.397,144.758,107.677,0,0,20585,20585,2327.761,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MA,NEW,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22437,25162,36490,42067,47452,45752,44579,42734,39271,31831,26471,19649,22437,25162,36490,42067,47452,45752,44579,42734,39271,31831,26471,19649,2537.057,2845.139,4126.006,4756.793,5365.565,5173.209,5040.454,4832.004,4440.603,3599.299,2993.079,2221.682,0,0,423895,423895,47930.89,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,KY,ESC,,,99999,1,Electric Utility,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,1909,2728,3154,3541,3428,3350,3212,2952,2397,1979,1472,1693,1909,2728,3154,3541,3428,3350,3212,2952,2397,1979,1472,191.466,215.867,308.493,356.657,400.408,387.648,378.778,363.147,333.79,271.069,223.716,166.411,0,0,31815,31815,3597.45,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,HI,PACN,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,434,1034,1086,1419,1247,1133,1062,991,744,770,555,495,434,1034,1086,1419,1247,1133,1062,991,744,770,555,56.026,49.018,116.885,122.803,160.415,141.052,128.103,120.092,112.077,84.07,87.01,62.779,0,0,10970,10970,1240.33,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,GA,SAT,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375,2511,0,0,0,0,0,0,0,0,0,0,3375,2511,0,0,0,0,0,0,0,0,0,0,381.634,283.878,0,0,5886,5886,665.512,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,FL,SAT,,,99999,1,Electric Utility,PV,SUN,SUN,State-Fuel Level Increment,,,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,128994,.,.,.,.,.,.,.,.,.,.,.,128994,.,.,.,.,.,.,.,.,.,.,.,14585.432,0,0,128994,128994,14585.432,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CO,MTN,,,99999,1,Electric Utility,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1104,1760,2004,2311,2160,2059,1985,1811,1458,1271,922,1010,1104,1760,2004,2311,2160,2059,1985,1811,1458,1271,922,114.194,124.87,198.971,226.57,261.312,244.247,232.851,224.501,204.722,164.836,143.711,104.26,0,0,19855,19855,2245.045,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CA,PACC,,,99999,6,Industrial NAICS Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8079,7746,7120,5781,4772,3549,0,0,0,0,0,0,8079,7746,7120,5781,4772,3549,0,0,0,0,0,0,913.524,875.826,805.023,653.754,539.552,401.344,0,0,37047,37047,4189.023,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CA,PACC,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1235,1765,2041,2291,2218,5124,4912,9551,7756,6401,6061,1096,1235,1765,2041,2291,2218,5124,4912,9551,7756,6401,6061,123.89,139.679,199.613,230.779,259.088,250.831,579.307,555.401,1079.908,876.986,723.789,685.221,0,0,50451,50451,5704.492,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NJ,MAT,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,1564,2621,2950,3465,3209,3038,2918,2669,2129,1901,1378,1467,1564,2621,2950,3465,3209,3038,2918,2669,2129,1901,1378,165.907,176.815,296.317,333.551,391.756,362.831,343.509,329.907,301.805,240.685,214.994,155.845,0,0,29309,29309,3313.922,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,WI,ENC,,,99999,1,Electric Utility,ST,BIT,COL,State-Fuel Level Increment,,short tons,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,SC,SAT,,,99999,7,Industrial NAICS Cogen,ST,BIT,COL,State-Fuel Level Increment,,short tons,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,AZ,MTN,,,99999,1,Electric Utility,ST,BIT,COL,State-Fuel Level Increment,,short tons,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MD,SAT,,,99999,2,NAICS-22 Non-Cogen,ST,BIT,COL,State-Fuel Level Increment,,short tons,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,SC,SAT,,,99999,7,Industrial NAICS Cogen,ST,BLQ,WWW,State-Fuel Level Increment,,short tons,.,.,.,.,.,.,.,102483,.,.,.,.,.,.,.,.,.,.,.,24096,.,.,.,.,.,.,.,.,.,.,.,11.788,.,.,.,.,.,.,.,.,.,.,.,1208070,.,.,.,.,.,.,.,.,.,.,.,284042,.,.,.,.,.,.,.,.,.,.,.,51963.024,.,.,.,.,102483,24096,1208070,284042,51963.024,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,LA,WSC,,,99999,7,Industrial NAICS Cogen,ST,BLQ,WWW,State-Fuel Level Increment,,short tons,59056,51761,57051,56588,58215,56293,59278,59430,56271,55172,55762,58340,9752,7981,9340,8683,9149,9113,9318,9499,9050,8401,8473,8937,11.511,11.513,11.548,11.569,11.531,11.522,11.619,11.536,11.529,11.524,11.518,11.521,679794,595924,658825,654667,671277,648608,688751,685584,648748,635802,642267,672135,112254,91880,107863,100455,105492,105005,108262,109582,104335,96811,97597,102958,24011.183,19653.264,23072.006,21487.345,22564.762,22460.594,23157.175,23439.671,22317.284,20707.877,20876.037,22022.834,683217,107696,7882382,1242494,265770.03,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,VA,SAT,,,99999,1,Electric Utility,ST,DFO,DFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,.,.,.,3871,.,.,.,.,.,.,.,.,.,.,.,3871,.,.,.,.,.,.,.,.,.,.,.,5.752,.,.,.,.,.,.,.,.,.,.,.,22266,.,.,.,.,.,.,.,.,.,.,.,22266,.,.,.,.,.,.,.,.,.,.,.,1772.446,.,3871,3871,22266,22266,1772.446,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,TX,WSC,,,99999,5,Commercial NAICS Cogen,ST,DFO,DFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,SC,SAT,,,99999,7,Industrial NAICS Cogen,ST,DFO,DFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MD,SAT,,,99999,3,NAICS-22 Cogen,ST,DFO,DFO,State-Fuel Level Increment,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,VA,SAT,,,99999,1,Electric Utility,ST,BIT,COL,State-Fuel Level Increment,,short tons,.,.,.,.,.,.,.,.,.,.,38325,.,.,.,.,.,.,.,.,.,.,.,38325,.,.,.,.,.,.,.,.,.,.,.,17.51,.,.,.,.,.,.,.,.,.,.,.,671071,.,.,.,.,.,.,.,.,.,.,.,671071,.,.,.,.,.,.,.,.,.,.,.,232983.89,.,38325,38325,671071,671071,232983.89,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NM,MTN,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,1875,2885,3313,3771,3548,3399,3287,2990,2424,2077,1508,1685,1875,2885,3313,3771,3548,3399,3287,2990,2424,2077,1508,190.55,212.051,326.214,374.565,426.345,401.176,384.376,371.622,338.109,274.092,234.837,170.475,0,0,32762,32762,3704.412,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CT,NEW,,,99999,7,Industrial NAICS Cogen,ST,DFO,DFO,State-Fuel Level Increment,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,OH,ENC,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,6420,7422,8332,8067,7882,7557,6946,5641,4655,3463,.,.,6420,7422,8332,8067,7882,7557,6946,5641,4655,3463,.,.,725.866,839.194,942.136,912.113,891.243,854.464,785.389,637.808,526.392,391.555,0,0,66385,66385,7506.16,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CA,PACC,,,99999,3,NAICS-22 Cogen,IC,LFG,MLG,State-Fuel Level Increment,,mcf,52047,44115,47903,44583,43623,37639,39705,38859,38513,39502,45509,63182,20137,16508,19315,18482,17836,16606,17806,17564,17498,17729,17131,24840,0.408,0.417,0.413,0.403,0.422,0.416,0.417,0.418,0.417,0.402,0.418,0.319,21235,18396,19784,17967,18409,15658,16557,16243,16060,15880,19023,20155,8216,6884,7977,7448,7527,6908,7425,7342,7297,7127,7161,7924,1890.772,1584.077,1836.322,1714.59,1732.852,1590.998,1709.782,1690.93,1680.318,1640.88,1648.044,1823.729,535180,221452,215367,89236,20543.294,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,TN,ESC,,,99999,2,NAICS-22 Non-Cogen,IC,LFG,MLG,State-Fuel Level Increment,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NJ,MAT,,,99999,2,NAICS-22 Non-Cogen,IC,LFG,MLG,State-Fuel Level Increment,,mcf,174362,.,.,.,.,.,.,.,.,.,.,.,174362,.,.,.,.,.,.,.,.,.,.,.,0.52,.,.,.,.,.,.,.,.,.,.,.,90668,.,.,.,.,.,.,.,.,.,.,.,90668,.,.,.,.,.,.,.,.,.,.,.,8679.325,.,.,.,.,.,.,.,.,.,.,.,174362,174362,90668,90668,8679.325,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MD,SAT,,,99999,4,Commercial NAICS Non-Cogen,IC,LFG,MLG,State-Fuel Level Increment,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NY,MAT,,,99999,4,Commercial NAICS Non-Cogen,IC,NG,NG,State-Fuel Level Increment,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,TX,WSC,,,99999,5,Commercial NAICS Cogen,IC,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NY,MAT,,,99999,3,NAICS-22 Cogen,IC,NG,NG,State-Fuel Level Increment,,mcf,10469,9222,9230,8147,8783,9848,10524,11252,9007,8913,9514,10081,6603,5727,5786,4891,5936,6640,7189,7497,6133,5739,6002,6565,1.034,1.034,1.032,1.031,1.029,1.031,1.031,1.031,1.031,1.031,1.032,1.028,10825,9536,9525,8400,9038,10153,10850,11601,9286,9189,9818,10363,6828,5922,5971,5043,6108,6846,7412,7729,6323,5917,6194,6749,902.128,782.433,788.904,666.294,806.99,904.54,979.257,1021.166,835.373,781.771,818.333,891.692,114990,74708,118584,77042,10178.881,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CA,PACC,,,99999,7,Industrial NAICS Cogen,IC,NG,NG,State-Fuel Level Increment,,mcf,1063,1297,2642,0,1468,3023,5498,3662,2544,1485,1522,1408,1063,859,507,0,450,3023,5498,3662,2544,1485,946,1408,1.034,1.035,1.033,0,1.029,1.03,1.034,1.033,1.035,1.036,1.033,1.036,1099,1342,2729,0,1511,3114,5685,3783,2633,1538,1572,1459,1099,889,524,0,463,3114,5685,3783,2633,1538,977,1459,431.745,76.598,45.189,0,39.915,295.502,720.112,453.731,290.851,156.013,84.211,169.705,25612,21445,26465,22164,2763.572,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CA,PACC,,,99999,5,Commercial NAICS Cogen,IC,NG,NG,State-Fuel Level Increment,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,AZ,MTN,,,99999,1,Electric Utility,IC,NG,NG,State-Fuel Level Increment,,mcf,.,.,327098,.,.,.,.,.,.,.,.,.,.,.,327098,.,.,.,.,.,.,.,.,.,.,.,1.037,.,.,.,.,.,.,.,.,.,.,.,339201,.,.,.,.,.,.,.,.,.,.,.,339201,.,.,.,.,.,.,.,.,.,.,.,31427.449,.,.,.,.,.,.,.,.,.,327098,327098,339201,339201,31427.449,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,UT,MTN,,,99999,1,Electric Utility,IC,NG,NG,State-Fuel Level Increment,,mcf,1271,1901,2539,2276,2687,5399,8516,6261,4643,2706,2457,2437,1271,1901,2539,2276,2687,5399,8516,6261,4643,2706,2457,2437,1.044,1.042,1.042,1.042,1.045,1.043,1.044,1.044,1.046,1.044,1.044,1.045,1327,1981,2646,2372,2808,5631,8891,6536,4857,2825,2565,2547,1327,1981,2646,2372,2808,5631,8891,6536,4857,2825,2565,2547,228.315,199.26,250.925,286.599,319.973,682.28,1107.278,796.242,576.245,326.708,322.872,175.688,43093,43093,44986,44986,5272.385,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MO,WNC,,,99999,1,Electric Utility,IC,NG,NG,State-Fuel Level Increment,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,LA,WSC,,,99999,1,Electric Utility,IC,NG,NG,State-Fuel Level Increment,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,KS,WNC,,,99999,1,Electric Utility,IC,NG,NG,State-Fuel Level Increment,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NY,MAT,,,99999,5,Commercial NAICS Cogen,IC,RFO,RFO,State-Fuel Level Increment,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,IN,ENC,,,99999,6,Industrial NAICS Non-Cogen,OT,BFG,OOG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CO,MTN,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,1985,2797,3282,3608,3456,3355,3267,2955,2438,1996,1451,1710,1985,2797,3282,3608,3456,3355,3267,2955,2438,1996,1451,193.329,224.492,316.264,371.14,407.976,390.829,379.403,369.449,334.159,275.65,225.665,164.086,0,0,32300,32300,3652.442,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,IL,ENC,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,2246,3210,7422,16664,16132,15764,15112,13892,11280,9312,6924,1992,2246,3210,7422,16664,16132,15764,15112,13892,11280,9312,6924,225.254,253.961,362.933,839.196,1884.276,1824.224,1782.488,1708.932,1570.776,1275.62,1052.78,783.108,0,0,119950,119950,13563.548,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MN,WNC,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5976,6738,9630,11130,12498,12102,11826,11334,10416,8460,6984,5196,5976,6738,9630,11130,12498,12102,11826,11334,10416,8460,6984,5196,675.756,761.88,1088.802,1258.794,1413.204,1368.174,1336.86,1281.696,1178.082,956.712,789.588,587.334,0,0,112290,112290,12696.882,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,RI,NEW,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,1348,1926,2227,2500,2420,2365,2267,2084,1692,1397,1039,1195,1348,1926,2227,2500,2420,2365,2267,2084,1692,1397,1039,135.152,152.377,217.759,251.758,282.641,273.634,267.373,256.34,235.616,191.342,157.918,117.466,0,0,22460,22460,2539.376,2021
